variable_name,variable_label,max_waves,ALB,AND,ARG,ARM,AUS,AZE,BFA,BGD,BGR,BIH,BLR,BOL,BRA,CAN,CHE,CHL,CHN,COL,CYP,CZE,DEU,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FRA,GBR,GEO,GHA,GRC,GTM,HKG,HRV,HTI,HUN,IDN,IND,IRN,IRQ,ISR,ITA,JOR,JPN,KAZ,KEN,KGZ,KOR,KWT,LBN,LBY,LTU,LVA,MAC,MAR,MDA,MDV,MEX,MKD,MLI,MMR,MNE,MNG,MYS,NGA,NIC,NIR,NLD,NOR,NZL,PAK,PER,PHL,POL,PRI,PSE,QAT,ROU,RUS,RWA,SAU,SGP,SLV,SRB,SVK,SVN,SWE,THA,TJK,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,ZAF,ZMB,ZWE
E136,Who should decide: protection of the environment,2,1,1,2,0,1,0,1,1,1,1,0,0,1,2,1,2,2,0,1,0,1,0,1,0,2,2,0,1,1,0,0,1,1,0,1,0,0,0,1,2,2,2,0,0,1,2,2,0,0,1,2,0,0,0,0,0,0,2,2,0,2,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,2,0,1,2,1,0,1,0,1,1,1,1,1,1,2,0,0,2,0,2,1,1
E137,Who should decide: aid to developing countries,2,1,1,2,0,1,0,1,1,1,1,0,0,1,2,1,2,2,0,1,0,1,0,1,0,2,2,0,1,1,0,0,1,1,0,1,0,0,0,1,2,2,2,0,0,1,2,2,0,0,1,2,0,0,0,0,0,0,2,2,0,2,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,2,0,1,2,1,0,1,0,1,1,1,1,1,1,2,0,0,2,0,2,1,1
E138,Who should decide: refugees,2,1,1,2,0,1,0,1,1,1,1,0,0,1,2,1,2,2,0,1,0,1,0,1,0,2,2,0,1,1,0,0,1,1,0,1,0,0,0,1,2,2,2,0,0,1,2,2,0,0,1,2,0,0,0,0,0,0,2,2,0,2,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,2,0,1,2,1,0,1,0,1,1,1,1,1,1,2,0,0,2,0,2,1,1
E139,Who should decide: human rights,2,1,1,2,0,1,0,1,1,1,1,0,0,1,2,1,2,2,0,1,0,1,0,1,0,2,2,0,1,1,0,0,1,1,0,1,0,0,0,1,2,2,2,0,0,1,2,2,0,0,1,2,0,0,0,0,0,0,2,2,0,2,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,2,0,1,2,1,0,1,0,1,1,1,1,1,1,2,0,0,2,0,2,1,1
E140,Country cannot solve environmental problems by itself,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
E141,Country cannot solve crime problems by itself,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
E142,Country cannot solve employment problems by itself,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
E143,Immigrant policy,4,2,2,4,2,3,1,1,2,2,2,1,1,3,3,2,4,3,1,2,2,3,1,1,1,3,3,1,2,2,0,1,2,1,1,2,2,1,0,2,3,3,3,1,0,1,3,4,1,1,2,4,0,1,1,1,1,1,3,3,1,4,2,1,1,2,1,2,3,1,1,1,2,3,2,4,3,2,3,0,0,3,2,1,1,2,0,4,2,2,3,2,1,1,1,4,3,1,1,3,3,4,0,3,3,0,3,1,2
E150,How often follows politics in the news,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
E179WVS,Which party would you vote for: first choice (WVS),6,2,2,5,3,4,2,1,3,2,2,2,1,5,3,3,6,0,4,3,3,4,1,2,2,4,5,2,2,2,0,2,3,2,1,2,2,1,1,2,3,5,3,4,1,0,2,6,2,1,3,3,0,1,2,1,1,1,4,3,1,6,2,1,1,2,1,2,4,1,1,2,2,4,3,5,4,4,2,1,0,4,3,1,0,1,1,4,3,3,4,3,1,0,2,6,4,1,1,4,4,5,0,3,0,1,5,1,3
E179_WVS7LOC,Which party would you vote for if there were a national election tomorrow (Local,6,2,2,5,3,4,2,1,3,2,2,2,1,5,3,3,6,0,4,3,3,4,1,2,2,4,5,2,2,2,0,2,3,2,1,2,2,1,1,2,3,5,3,4,1,0,2,6,2,1,3,3,0,1,2,1,1,1,4,3,1,6,2,1,1,2,1,2,4,1,1,2,2,4,3,5,4,4,2,1,0,4,3,1,0,1,1,4,3,3,4,3,1,0,2,6,4,1,1,4,4,5,0,3,0,1,5,1,3
E180WVS,Which party would you vote for: second choice (WVS),4,2,1,3,1,2,1,1,2,2,2,2,0,3,2,1,4,0,2,1,2,1,1,1,0,2,3,1,1,2,0,0,2,1,0,1,0,1,0,2,2,4,2,1,0,0,1,3,0,0,1,1,0,0,0,1,1,0,2,3,0,4,2,1,0,2,0,0,2,0,0,0,2,3,1,4,2,3,1,0,0,2,1,0,0,0,0,3,2,2,3,1,0,0,0,4,2,1,1,2,2,3,0,2,0,0,4,1,1
E182,Party that would never vote,3,2,1,3,1,2,1,1,2,2,2,1,0,2,1,1,3,0,2,1,1,2,1,1,0,2,2,1,1,2,0,0,2,1,0,1,0,1,0,2,2,3,2,2,0,0,1,2,0,0,1,1,0,0,0,1,1,0,2,3,0,3,2,1,0,2,0,0,1,0,0,0,2,0,1,3,2,2,1,0,0,2,1,0,0,0,0,3,1,2,2,1,0,0,0,3,2,1,0,2,2,3,0,2,0,0,2,1,0
E184,Aggression from neighbouring country,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E185,Exploitation of local resources,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E186,Cultural invasion by the west,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E188,Frequency watches TV,2,1,0,2,1,1,1,0,2,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,2,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,2,0,0,0,1,1,2,2,1,1,2,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,2,0,1
E189,TV most important entertainment,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1
E190,Why are there people living in need: first,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
E191,Why are there people living in need: second,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E192,Least liked group in society,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0
E193,Least liked allow: hold office,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0
E194,Least liked allow: teach,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0
E195,Least liked allow: demonstrate,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0
E196,Extent of political corruption,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
E198,Using violence for political goals not justified,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
E203,Rapid implementation of market reforms have negative impact on national stabilit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E204,Effect of market economic reforms,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E205,Political parties serve the social and political needs of people,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E206,Free and fair elections will reduce terrorism,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E207,[Country] should have close relations with France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E208,[Country] should have close relations with United States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E209,Would persist to immigrate abroad if RÂ´s economic situation was better,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E211,Opinion about the problem of Palestine and Israel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E212,Opinion about 11th september airliners crash action by religious fundamentalists,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E213,Woman should not work outside unless forced to do so,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E214,Western democracy is the best political system for country,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E215,It is necessary to fight terrorism by military means,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E216,[Country] needs foreign military cooperation to combat terrorism,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E217,"Science and technology are making our lives healthier, easier, and more comforta",3,0,2,2,2,3,1,1,1,1,0,1,1,3,2,0,3,3,3,3,1,3,0,1,2,3,2,1,2,1,0,1,2,2,1,1,2,0,1,1,2,2,1,2,0,1,3,3,2,1,2,3,1,2,2,0,0,1,3,1,1,3,0,1,1,0,1,3,2,1,1,2,1,2,2,3,2,2,1,1,1,3,2,2,0,2,0,2,1,2,2,3,1,2,2,3,3,0,0,3,3,3,1,0,2,1,2,1,2
E218,"Because of science and technology, there will be more opportunities for the next",3,0,2,2,2,3,1,1,1,1,0,1,1,3,2,0,3,3,3,3,1,3,0,1,2,3,2,1,2,1,0,1,2,2,1,1,2,0,1,1,2,2,1,2,0,1,3,3,2,1,2,3,1,2,2,0,0,1,3,1,1,3,0,1,1,0,1,3,2,1,1,2,1,2,2,3,2,2,1,1,1,3,2,2,0,2,0,2,1,2,2,3,1,2,2,3,3,0,0,3,3,3,1,0,2,1,2,1,2
E219,Science and technology make our way of life change too fast,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0
E220,We depend too much on science and not enough on faith,3,0,2,2,2,3,1,1,1,1,0,1,1,3,2,0,3,3,3,3,1,3,0,1,2,3,2,1,2,1,0,1,2,2,1,1,2,0,1,1,2,2,1,2,0,1,3,3,2,1,2,3,1,2,2,0,0,1,3,1,1,3,0,1,1,0,1,3,2,1,1,2,1,2,2,3,2,2,1,1,1,3,2,2,0,2,0,2,1,2,2,3,1,2,2,3,3,0,0,3,3,3,1,0,2,1,2,1,2
E221B,Political action recently done: Attending peaceful/lawful demonstrations,2,0,1,2,1,2,1,1,0,1,0,0,0,2,1,1,2,1,1,2,0,2,0,1,1,1,1,1,1,1,1,1,2,2,0,0,2,0,1,1,1,1,0,1,0,0,2,2,1,0,1,2,0,1,1,0,0,0,2,1,0,2,0,1,0,0,0,2,1,0,0,2,1,1,1,2,1,2,0,1,0,2,2,2,0,0,0,1,0,2,2,2,0,2,1,2,2,0,0,2,2,2,0,0,1,1,2,1,1
E222,Political action: Other,2,0,1,1,1,2,1,1,0,1,0,0,0,2,0,1,2,1,2,2,0,2,0,1,1,1,2,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,0,1,0,1,1,2,1,0,1,2,0,1,1,0,0,0,2,1,0,2,0,1,0,0,0,2,1,0,0,2,0,1,1,2,1,2,0,1,0,2,1,1,0,0,0,1,0,2,2,2,0,2,1,2,1,0,0,2,2,2,0,0,1,1,2,0,1
E222B,Political action recently done: Other,2,0,1,2,1,2,1,1,0,1,0,0,0,2,1,1,2,1,1,2,0,2,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,2,1,0,1,2,0,1,1,0,0,0,2,1,0,2,0,1,0,0,0,2,1,0,0,1,0,1,1,1,1,2,0,1,0,2,1,1,0,0,0,1,0,2,2,2,0,2,1,1,1,0,0,2,2,2,0,0,1,1,2,0,1
E224,Democracy: Governments tax the rich and subsidize the poor.,3,0,2,3,2,3,1,1,1,1,0,1,1,3,2,1,3,3,2,3,1,3,0,1,2,3,2,1,2,1,1,2,2,2,1,1,2,0,1,1,2,2,2,3,0,0,3,3,2,1,2,3,1,2,2,0,0,1,3,1,1,3,0,1,1,0,1,3,2,1,1,3,1,2,2,3,2,2,1,1,1,3,3,2,0,2,0,2,1,2,2,3,1,2,2,3,3,0,0,3,3,3,1,1,2,1,2,1,2
E225,Democracy: Religious authorities interpret the laws.,3,0,2,3,2,3,1,1,1,1,0,1,1,3,2,1,3,3,2,3,1,3,0,1,2,3,2,1,2,1,1,2,2,2,1,1,2,0,1,1,2,2,2,3,0,0,3,3,2,1,2,3,1,2,2,0,0,1,3,1,1,3,0,1,1,0,1,3,2,1,1,3,1,2,2,3,2,2,1,1,1,3,3,2,0,2,0,2,1,2,2,3,1,2,2,3,3,0,0,3,3,3,1,1,2,1,2,1,2
E226,Democracy: People choose their leaders in free elections.,3,0,2,3,2,3,1,1,1,1,0,1,1,3,2,1,3,3,2,3,1,3,0,1,2,3,2,1,2,1,1,2,2,2,1,1,2,0,1,1,2,2,2,3,0,0,3,3,2,1,2,3,1,2,2,0,0,1,3,1,1,3,0,1,1,0,1,3,2,1,1,3,1,2,2,3,2,2,1,1,1,3,3,2,0,2,0,2,1,2,2,3,1,2,2,3,3,0,0,3,3,3,1,1,2,1,2,1,2
E227,Democracy: People receive state aid for unemployment.,3,0,2,3,2,3,1,1,1,1,0,1,1,3,2,1,3,3,2,3,1,3,0,1,2,3,2,1,2,1,1,2,2,2,1,1,2,0,1,1,2,2,2,3,0,0,3,3,2,1,2,3,1,2,2,0,0,1,3,1,1,3,0,1,1,0,1,3,2,1,1,3,1,2,2,3,2,2,1,1,1,3,3,2,0,2,0,2,1,2,2,3,1,2,2,3,3,0,0,3,3,3,1,1,2,1,2,1,2
E228,Democracy: The army takes over when government is incompetent.,3,0,2,3,2,3,1,1,1,1,0,1,1,3,2,1,3,3,2,3,1,3,0,1,2,1,2,1,2,1,1,2,2,2,1,1,2,0,1,1,2,2,2,3,0,0,3,3,2,1,2,3,1,2,2,0,0,1,3,1,1,3,0,1,1,0,1,3,2,1,1,3,1,2,2,3,2,2,1,1,1,3,3,1,0,2,0,2,1,2,2,3,1,2,2,2,3,0,0,3,3,3,1,1,2,1,2,1,2
E229,Democracy: Civil rights protect peopleâ€™s liberty against oppression.,3,0,2,3,2,3,1,1,1,1,0,1,1,3,2,1,3,3,2,3,1,3,0,1,2,3,2,1,2,1,1,2,2,2,1,1,2,0,1,1,2,2,2,3,0,0,3,3,2,1,2,3,1,2,2,0,0,1,3,1,1,3,0,1,1,0,1,3,2,1,1,3,1,2,2,3,2,2,1,1,1,3,3,2,0,2,0,2,1,2,2,3,1,2,2,3,3,0,0,3,3,3,1,1,2,1,2,1,2
E230,Democracy: The economy is prospering.,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0
E231,Democracy: Criminals are severely punished.,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0
E232,Democracy: People can change the laws in referendums.,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0
E233,Democracy: Women have the same rights as men.,3,0,2,3,2,3,1,1,1,1,0,1,1,3,2,1,3,3,2,3,1,3,0,1,2,3,2,1,2,1,1,2,2,2,1,1,2,0,1,1,2,2,2,3,0,0,3,3,2,1,2,3,1,2,2,0,0,1,3,1,1,3,0,1,1,0,1,3,2,1,1,3,1,2,2,3,2,2,1,1,1,3,3,2,0,2,0,2,1,2,2,3,1,2,2,3,3,0,0,3,3,3,1,1,2,1,2,1,2
E233A,Democracy: The state makes people's incomes equal,2,0,1,2,2,2,1,0,1,0,0,1,1,2,1,0,2,2,2,2,1,2,0,1,2,2,1,1,1,0,0,1,1,1,1,1,2,0,1,0,1,1,1,2,0,0,2,2,2,1,2,2,1,2,2,0,0,1,2,0,1,2,0,0,1,0,1,2,2,1,1,2,0,2,2,2,2,1,1,1,1,2,2,1,0,2,0,1,1,1,1,2,1,1,2,2,2,0,0,2,2,2,1,1,1,1,1,0,2
